ID,생활건강-연령대,생활건강-성별,생활건강-일일 평균 걸음수(걸음),생활건강-일일 평균 수면량(시간),생활건강-걸음수 측정 기간,생활건강-수면량 측정 기간,
1838,50대,여성,7904,6.7,1개월,11개월,
1840,20대,남성,7941,5.5,22개월,19개월,
1840,20대,남성,7211,9.2,19개월,14개월,
1841,30대,여성,4837,6.8,2개월,14개월,
1841,30대,여성,4532,6.2,2개월,11개월,
1842,70대,남성,9010,7.3,6개월,11개월,
1842,70대,남성,8399,7.9,16개월,10개월,
1843,70대,남성,8646,6.8,1개월,1개월,
1843,70대,남성,6494,6.7,3개월,1개월,
1843,70대,남성,8843,6.3,8개월,12개월,
1845,20대,여성,4424,7.1,11개월,12개월,
1846,50대,여성,6741,7.2,8개월,6개월,
1847,20대,여성,5270,7.4,7개월,5개월,
1847,20대,여성,5452,7.5,11개월,6개월,
1848,50대,여성,6525,7.5,20개월,7개월,
1850,30대,여성,6159,6.1,5개월,18개월,
1851,60대,여성,7639,7.5,9개월,1개월,
1856,30대,여성,6073,7.5,11개월,7개월,
1859,30대,남성,7896,5.8,3개월,20개월,
1860,10대,여성,7227,7.8,12개월,8개월,
1860,10대,여성,7094,8.7,19개월,13개월,
1860,10대,여성,6121,5.1,12개월,15개월,
1865,30대,남성,7567,7.1,4개월,9개월,
1866,70대,여성,6785,9.0,4개월,1개월,
1867,40대,남성,7294,7.2,4개월,1개월,
1867,40대,남성,8375,8.7,7개월,3개월,
1868,20대,여성,5534,8.5,14개월,11개월,
1872,60대,여성,7509,6.0,2개월,10개월,
1872,60대,여성,8340,6.6,5개월,20개월,
1872,60대,여성,7748,4.7,7개월,17개월,
1874,70대,여성,6859,6.8,1개월,15개월,
1875,50대,남성,9883,7.2,1개월,5개월,
1876,30대,여성,4769,7.8,11개월,11개월,
1877,30대,여성,5981,7.7,13개월,2개월,
1878,30대,여성,5012,7.2,15개월,6개월,
1879,30대,여성,6740,6.4,3개월,21개월,
1881,70대,여성,8066,3.7,1개월,18개월,
1882,50대,남성,7458,6.6,12개월,4개월,
1883,50대,남성,9293,7.0,16개월,20개월,
1885,70대,여성,8555,7.1,11개월,3개월,
1885,70대,여성,8101,7.9,25개월,13개월,
1885,70대,여성,7412,6.1,5개월,2개월,
1885,70대,여성,8839,6.7,20개월,16개월,
1888,60대,여성,6088,6.0,2개월,11개월,
1891,30대,남성,8909,5.4,13개월,2개월,
1893,40대,남성,6533,7.0,7개월,2개월,
1894,50대,여성,6869,6.1,4개월,10개월,
1895,20대,여성,7288,7.6,21개월,4개월,
1895,20대,여성,6507,5.8,21개월,3개월,
1895,20대,여성,7766,6.9,8개월,9개월,
1896,60대,여성,7470,6.4,2개월,9개월,
1899,20대,남성,7311,6.0,12개월,27개월,
1899,20대,남성,6420,6.6,1개월,7개월,
1901,20대,여성,4322,7.0,7개월,16개월,
1902,50대,남성,9528,8.1,6개월,17개월,
1902,50대,남성,8845,6.8,21개월,1개월,
1903,60대,여성,7355,9.0,14개월,10개월,
1904,40대,여성,6978,7.5,11개월,1개월,
1904,40대,여성,5368,7.2,6개월,7개월,
1905,70대,남성,10047,6.8,8개월,14개월,
1905,70대,남성,9767,7.5,8개월,4개월,
1906,50대,여성,5158,6.2,8개월,6개월,
1908,30대,여성,5201,8.4,2개월,15개월,
1908,30대,여성,5985,8.4,3개월,1개월,
1909,60대,남성,10840,6.2,2개월,7개월,
1910,80대 이상,여성,7192,7.5,1개월,5개월,
1910,80대 이상,여성,6927,7.3,17개월,5개월,
1911,10대,여성,5988,8.5,19개월,1개월,
1913,50대,여성,5542,7.5,7개월,4개월,
1914,40대,남성,8725,9.7,17개월,4개월,
1914,40대,남성,7893,8.2,6개월,10개월,
1915,60대,여성,7778,6.9,9개월,12개월,
1915,60대,여성,7813,5.7,4개월,1개월,
1915,60대,여성,7169,7.4,5개월,3개월,
1915,60대,여성,7687,6.7,14개월,8개월,
1916,30대,여성,6446,9.1,4개월,9개월,
1916,30대,여성,5893,7.4,27개월,7개월,
1918,10대,여성,5351,7.8,23개월,15개월,
1921,50대,여성,8271,8.5,19개월,13개월,
1922,60대,남성,8066,7.3,5개월,6개월,
1923,20대,남성,7892,7.7,1개월,7개월,
1924,50대,여성,6750,7.0,5개월,9개월,
1924,50대,여성,6875,8.4,4개월,7개월,
1925,30대,남성,9243,6.7,8개월,2개월,
1926,20대,남성,8467,8.5,13개월,6개월,
1926,20대,남성,7312,10.0,3개월,2개월,
1926,20대,남성,6705,7.8,6개월,1개월,
1927,70대,남성,8356,7.9,10개월,9개월,
1927,70대,남성,8149,9.6,15개월,4개월,
1927,70대,남성,9653,5.7,7개월,7개월,
1928,40대,남성,7262,6.2,2개월,13개월,
1929,60대,여성,7757,6.8,3개월,9개월,
1929,60대,여성,7203,8.8,2개월,10개월,
1930,30대,여성,6803,8.2,9개월,1개월,
1930,30대,여성,5904,6.8,2개월,19개월,
1931,60대,남성,9648,8.4,14개월,1개월,
1932,40대,남성,7904,6.1,7개월,11개월,
1933,50대,남성,7371,6.7,4개월,1개월,
1933,50대,남성,7353,6.6,3개월,1개월,
1934,10대,남성,8812,7.0,8개월,4개월,
1936,50대,여성,5521,8.0,14개월,10개월,
1937,60대,남성,8841,6.6,6개월,3개월,
1938,50대,여성,5618,8.2,9개월,12개월,
1938,50대,여성,8126,9.5,7개월,1개월,
1939,30대,여성,5445,6.9,2개월,3개월,
1940,70대,여성,7914,7.1,6개월,3개월,
1940,70대,여성,9219,7.6,5개월,4개월,
1943,70대,여성,7916,4.6,1개월,13개월,
1944,50대,남성,9026,5.3,2개월,1개월,
1945,60대,남성,9023,6.7,18개월,7개월,
1946,50대,남성,7759,7.4,2개월,4개월,
1947,30대,여성,4438,5.5,22개월,13개월,
1948,50대,여성,7976,5.7,4개월,11개월,
1949,70대,여성,7218,7.1,9개월,17개월,
1951,60대,여성,7953,8.2,5개월,1개월,
1951,60대,여성,7405,7.7,23개월,18개월,
1951,60대,여성,7934,6.1,8개월,6개월,
1951,60대,여성,8066,7.1,5개월,10개월,
1952,50대,여성,7887,7.7,4개월,14개월,
1952,50대,여성,6038,9.1,4개월,1개월,
1952,50대,여성,8698,8.0,9개월,8개월,
1954,70대,남성,7386,7.4,2개월,1개월,
1956,40대,남성,7379,7.0,20개월,6개월,
1957,20대,남성,6985,6.2,6개월,2개월,
1961,20대,여성,6321,6.5,20개월,8개월,
1963,40대,남성,7525,7.0,3개월,5개월,
1964,40대,여성,4769,6.4,13개월,17개월,
1964,40대,여성,5988,6.6,3개월,27개월,
1965,30대,여성,5749,8.2,9개월,2개월,
1965,30대,여성,6305,7.6,5개월,14개월,
1966,50대,여성,6640,6.4,8개월,14개월,
1969,40대,여성,3065,6.7,10개월,18개월,
1970,20대,여성,5863,7.4,12개월,7개월,
1970,20대,여성,4766,6.6,17개월,7개월,
1971,50대,여성,6942,7.4,15개월,8개월,
1971,50대,여성,7644,6.7,2개월,6개월,
1971,50대,여성,7250,7.7,15개월,2개월,
1972,40대,남성,8321,6.8,11개월,4개월,
1973,30대,여성,7646,5.9,9개월,4개월,
1973,30대,여성,6063,8.0,2개월,1개월,
1974,40대,여성,6112,6.7,3개월,5개월,
1975,40대,남성,7511,8.3,14개월,4개월,
1976,60대,여성,6997,9.1,8개월,9개월,
1977,60대,여성,9208,9.9,12개월,1개월,
1978,10대,여성,5452,7.0,10개월,2개월,
1978,10대,여성,5651,6.9,11개월,6개월,
1979,70대,남성,8893,10.1,6개월,20개월,
1980,70대,여성,7966,6.9,4개월,9개월,
1981,60대,남성,10203,5.6,6개월,2개월,
1982,50대,여성,6216,6.5,10개월,1개월,
1984,50대,남성,7203,8.7,13개월,5개월,
1984,50대,남성,7147,6.1,1개월,2개월,
1986,60대,남성,7547,5.8,5개월,1개월,
1987,10대,남성,6985,7.8,12개월,1개월,
1987,10대,남성,5814,6.4,9개월,5개월,
1987,10대,남성,7136,6.5,16개월,10개월,
1989,30대,여성,7425,5.8,3개월,10개월,
1990,40대,남성,6629,9.6,3개월,17개월,
1990,40대,남성,8133,5.9,5개월,18개월,
1991,60대,남성,10204,5.3,1개월,1개월,
1991,60대,남성,7307,7.3,14개월,21개월,
1991,60대,남성,7625,9.3,9개월,5개월,
1991,60대,남성,8597,7.8,6개월,5개월,
1993,40대,여성,5442,6.4,3개월,14개월,
1994,30대,여성,5282,7.5,7개월,16개월,
1996,40대,여성,6205,7.7,1개월,11개월,
1996,40대,여성,6240,7.9,7개월,2개월,
1998,40대,여성,6320,6.4,5개월,5개월,
1998,40대,여성,7844,6.9,3개월,2개월,
1998,40대,여성,5186,7.6,4개월,9개월,
1999,50대,남성,6413,7.7,11개월,9개월,
2002,70대,여성,8131,8.2,3개월,5개월,
2004,40대,여성,6504,7.8,10개월,13개월,
2004,40대,여성,5657,8.4,5개월,5개월,
2004,40대,여성,5917,8.4,4개월,15개월,
2006,70대,여성,8462,7.8,7개월,1개월,
2007,80대 이상,남성,9816,7.9,10개월,5개월,
2009,40대,여성,3754,6.2,9개월,9개월,
2009,40대,여성,4598,6.8,1개월,9개월,
2014,20대,여성,5119,7.7,10개월,3개월,
2017,10대,여성,4666,6.4,20개월,3개월,
2018,20대,남성,8498,7.9,18개월,10개월,
2019,60대,남성,9171,6.8,3개월,1개월,
2019,60대,남성,9005,6.5,14개월,7개월,
2020,20대,남성,7197,8.0,21개월,2개월,
2021,50대,여성,6545,5.9,9개월,12개월,
2021,50대,여성,6916,7.3,6개월,12개월,
2021,50대,여성,7580,7.2,9개월,9개월,
2021,50대,여성,5988,8.0,5개월,7개월,
2023,50대,남성,7098,7.5,14개월,5개월,
2024,30대,여성,6132,8.6,10개월,9개월,
2025,70대,남성,9085,5.3,2개월,2개월,
2025,70대,남성,8243,6.6,7개월,12개월,
2025,70대,남성,9674,7.3,7개월,3개월,
2025,70대,남성,7490,6.5,13개월,11개월,
2029,60대,여성,6756,6.6,18개월,11개월,
2031,10대,여성,6498,8.2,6개월,2개월,
2031,10대,여성,4800,7.4,29개월,8개월,
2032,30대,남성,8521,6.8,2개월,2개월,
2032,30대,남성,6617,9.5,12개월,16개월,
2032,30대,남성,6191,6.6,4개월,7개월,
2034,60대,남성,8171,6.2,10개월,16개월,
2035,80대 이상,여성,7440,7.3,19개월,4개월,
2035,80대 이상,여성,7371,8.1,1개월,1개월,
2036,50대,남성,7599,6.4,4개월,5개월,
2036,50대,남성,7782,8.4,4개월,2개월,
2037,30대,남성,6971,5.7,9개월,11개월,
2037,30대,남성,8763,6.4,5개월,3개월,
2039,60대,남성,10314,8.1,5개월,3개월,
2040,30대,남성,7800,5.6,6개월,2개월,
2040,30대,남성,6318,7.2,2개월,3개월,
2041,50대,여성,7291,7.3,12개월,4개월,
2044,50대,여성,6381,7.9,1개월,2개월,
2045,80대 이상,여성,7364,6.8,2개월,16개월,
2045,80대 이상,여성,7052,9.9,10개월,2개월,
2046,60대,여성,7413,8.3,7개월,3개월,
2046,60대,여성,8010,7.3,4개월,11개월,
2048,50대,남성,7461,7.3,8개월,20개월,
2049,40대,여성,7645,6.5,12개월,13개월,
2050,10대,남성,7854,7.8,10개월,3개월,
2050,10대,남성,7231,8.6,5개월,2개월,
2050,10대,남성,8625,7.1,12개월,14개월,
2051,30대,남성,8038,7.9,14개월,3개월,
2053,20대,여성,5673,7.3,5개월,9개월,
2053,20대,여성,6332,7.1,2개월,6개월,
2056,60대,남성,9641,7.3,11개월,2개월,
2056,60대,남성,8275,6.7,9개월,3개월,
2057,20대,남성,6186,7.8,8개월,4개월,
2058,40대,남성,7116,8.2,9개월,6개월,
2060,80대 이상,여성,8182,7.1,4개월,1개월,
2063,60대,남성,7128,6.4,16개월,3개월,
2063,60대,남성,8731,7.9,16개월,2개월,
2064,70대,여성,10414,7.6,14개월,3개월,
2068,70대,여성,7363,7.2,2개월,3개월,
2069,30대,여성,6428,7.3,10개월,11개월,
2069,30대,여성,7270,6.8,6개월,2개월,
2070,30대,남성,8061,7.3,10개월,1개월,
2072,20대,여성,4671,6.8,2개월,5개월,
2073,50대,여성,5492,7.9,9개월,3개월,
2073,50대,여성,6801,7.3,1개월,19개월,
2074,60대,여성,7760,7.7,7개월,7개월,
2077,20대,남성,8723,6.6,5개월,2개월,
2077,20대,남성,7304,7.8,10개월,13개월,
2077,20대,남성,7214,7.2,19개월,5개월,
2078,70대,여성,7378,6.0,10개월,8개월,
2078,70대,여성,7564,7.3,11개월,13개월,
2079,70대,여성,8129,8.4,1개월,2개월,
2082,70대,여성,8145,6.9,11개월,8개월,
2082,70대,여성,7148,7.4,3개월,1개월,
2082,70대,여성,8678,7.1,5개월,33개월,
2083,50대,남성,8279,8.3,8개월,2개월,
2084,70대,남성,8687,7.5,12개월,7개월,
2084,70대,남성,8464,9.7,6개월,4개월,
2085,50대,여성,6543,8.1,7개월,2개월,
2085,50대,여성,6338,7.9,3개월,13개월,
2085,50대,여성,6618,7.0,10개월,6개월,
2086,60대,여성,7651,8.1,5개월,3개월,
2089,30대,남성,8147,5.5,9개월,16개월,
2089,30대,남성,6113,5.9,11개월,20개월,
2090,60대,여성,6152,8.4,18개월,12개월,
2091,30대,남성,4832,6.4,11개월,1개월,
2092,50대,여성,7339,8.4,6개월,6개월,
2093,40대,여성,6717,8.3,10개월,20개월,
2093,40대,여성,5507,6.5,15개월,12개월,
2097,70대,남성,7810,8.2,21개월,4개월,
2097,70대,남성,7203,7.9,6개월,5개월,
2097,70대,남성,10459,7.0,13개월,5개월,
2100,30대,남성,7703,8.8,3개월,1개월,
2103,60대,남성,8310,7.2,5개월,10개월,
2104,20대,여성,6645,9.0,1개월,21개월,
2105,60대,남성,8554,4.6,18개월,1개월,
2105,60대,남성,7997,6.8,1개월,19개월,
2106,40대,여성,7124,7.6,2개월,4개월,
2107,40대,남성,7765,7.0,1개월,10개월,
2108,20대,남성,7131,7.1,7개월,2개월,
2109,30대,남성,6435,8.6,21개월,9개월,
2110,10대,남성,7689,7.7,9개월,10개월,
2110,10대,남성,5977,8.8,12개월,6개월,
2112,60대,남성,9522,7.6,14개월,1개월,
2115,70대,여성,9772,6.1,11개월,18개월,
2116,60대,여성,7286,7.4,4개월,14개월,
2116,60대,여성,8360,4.9,6개월,4개월,
2117,80대 이상,남성,9081,7.0,16개월,7개월,
2118,70대,여성,7647,7.7,6개월,5개월,
2118,70대,여성,6859,8.1,14개월,7개월,
2119,40대,여성,8573,7.1,7개월,10개월,
2119,40대,여성,6687,6.9,8개월,1개월,
2120,30대,여성,5440,8.1,1개월,30개월,
2120,30대,여성,5561,7.6,1개월,1개월,
2120,30대,여성,6187,8.9,6개월,9개월,
2121,70대,여성,7517,6.5,5개월,8개월,
2121,70대,여성,6310,6.8,1개월,13개월,
2121,70대,여성,7323,7.1,1개월,21개월,
2121,70대,여성,6762,6.4,2개월,3개월,
2122,30대,남성,8258,7.5,11개월,1개월,
2123,60대,남성,7805,8.5,3개월,1개월,
2124,50대,남성,8724,7.0,7개월,3개월,
2125,50대,여성,7037,6.9,13개월,18개월,
2126,60대,남성,9352,7.2,8개월,13개월,
2128,40대,여성,7960,7.6,11개월,7개월,
2128,40대,여성,5218,8.0,1개월,16개월,
2129,50대,남성,8070,6.5,7개월,2개월,
2132,50대,여성,6853,7.3,13개월,1개월,
2133,30대,남성,9070,7.6,4개월,8개월,
2135,70대,남성,8963,8.0,7개월,15개월,
2137,30대,여성,5435,7.1,8개월,10개월,
2138,30대,여성,5830,7.3,7개월,16개월,
2140,20대,여성,3839,11.7,4개월,9개월,
2140,20대,여성,6003,7.1,11개월,17개월,
2141,30대,남성,8522,6.0,9개월,8개월,
2142,40대,남성,8011,7.1,1개월,18개월,
2142,40대,남성,6152,7.6,16개월,22개월,
2143,40대,여성,7194,7.1,6개월,14개월,
2143,40대,여성,4953,8.7,5개월,7개월,
2143,40대,여성,7259,8.0,13개월,17개월,
2143,40대,여성,6756,8.2,9개월,10개월,
2144,20대,남성,8239,6.7,3개월,8개월,
2144,20대,남성,6856,6.4,22개월,12개월,
2144,20대,남성,6795,7.5,5개월,6개월,
2145,20대,남성,6830,7.2,3개월,10개월,
2145,20대,남성,6550,6.1,26개월,9개월,
2146,50대,여성,6016,9.4,6개월,1개월,
2147,50대,남성,7458,6.9,14개월,4개월,
2149,70대,여성,7985,6.0,8개월,4개월,
2151,50대,남성,6982,7.2,25개월,3개월,
2151,50대,남성,8406,6.3,22개월,8개월,
2155,40대,남성,7826,9.4,10개월,6개월,
2155,40대,남성,7591,7.6,2개월,2개월,
2158,60대,여성,8002,5.7,12개월,14개월,
2158,60대,여성,7954,6.6,21개월,8개월,
2162,30대,여성,5975,6.2,25개월,19개월,
2163,60대,여성,8034,7.4,6개월,4개월,
2164,50대,남성,8495,8.0,4개월,9개월,
2168,50대,여성,7313,9.1,14개월,2개월,
2168,50대,여성,6644,6.1,13개월,15개월,
2171,60대,남성,8972,10.0,4개월,7개월,
2171,60대,남성,10229,7.2,2개월,8개월,
2172,50대,남성,9003,5.8,3개월,20개월,
2173,60대,여성,8413,8.0,11개월,12개월,
2173,60대,여성,6508,6.7,5개월,3개월,
2173,60대,여성,8077,8.8,17개월,4개월,
2173,60대,여성,8517,7.5,22개월,3개월,
2174,10대,여성,5416,5.8,8개월,2개월,
2175,60대,여성,6674,9.2,8개월,3개월,
2175,60대,여성,9163,7.4,21개월,3개월,
2175,60대,여성,8024,6.7,6개월,9개월,
2175,60대,여성,7553,5.7,8개월,12개월,
2176,50대,여성,4783,6.9,7개월,2개월,
2176,50대,여성,7649,8.7,1개월,19개월,
2176,50대,여성,5119,7.1,5개월,1개월,
2180,50대,남성,8766,7.7,15개월,2개월,
2181,40대,남성,8681,7.0,3개월,6개월,
2181,40대,남성,7183,7.0,5개월,3개월,
2181,40대,남성,7428,6.3,18개월,10개월,
2182,20대,여성,5740,7.3,4개월,18개월,
2182,20대,여성,5652,6.4,1개월,6개월,
2183,30대,여성,7315,7.4,7개월,10개월,
2183,30대,여성,6802,7.0,11개월,12개월,
2184,50대,여성,6553,5.3,1개월,9개월,
2184,50대,여성,5991,7.5,5개월,5개월,
2184,50대,여성,7404,6.3,5개월,2개월,
2187,30대,여성,4572,6.8,9개월,2개월,
2187,30대,여성,6116,6.7,16개월,15개월,
2187,30대,여성,5638,7.5,7개월,5개월,
2189,40대,여성,8328,8.2,8개월,6개월,
2189,40대,여성,5374,7.5,10개월,5개월,
2190,60대,여성,5961,7.4,16개월,7개월,
2190,60대,여성,6073,5.3,17개월,10개월,
2191,30대,여성,6850,7.3,2개월,7개월,
2192,80대 이상,남성,6696,7.0,5개월,1개월,
2194,20대,남성,7385,8.2,4개월,2개월,
2198,80대 이상,남성,8505,6.6,6개월,14개월,
2202,50대,남성,8132,6.6,3개월,11개월,
2202,50대,남성,9459,8.5,4개월,14개월,
2203,70대,남성,9307,7.4,2개월,3개월,
2204,70대,여성,8689,6.3,5개월,5개월,
2204,70대,여성,8091,7.4,1개월,19개월,
2204,70대,여성,7794,6.2,8개월,8개월,
2205,10대,남성,7790,6.7,8개월,15개월,
2205,10대,남성,5371,7.4,10개월,28개월,
2206,20대,남성,4805,5.6,13개월,5개월,
2206,20대,남성,8175,6.3,13개월,14개월,
2206,20대,남성,6681,7.3,12개월,11개월,
2207,70대,여성,9065,7.4,10개월,7개월,
2207,70대,여성,7064,8.3,8개월,15개월,
2208,20대,남성,7149,7.6,10개월,7개월,
2209,30대,여성,3976,7.4,24개월,17개월,
2211,30대,남성,7295,4.1,7개월,22개월,
2212,30대,여성,6283,6.9,2개월,1개월,
2213,20대,남성,6701,7.7,4개월,15개월,
2216,70대,여성,8430,6.7,9개월,2개월,
2216,70대,여성,6417,7.3,7개월,5개월,
2219,60대,여성,7662,7.0,8개월,4개월,
2220,80대 이상,여성,7852,8.0,13개월,3개월,
2220,80대 이상,여성,5581,7.2,5개월,2개월,
2221,70대,남성,8442,6.9,9개월,2개월,
2221,70대,남성,9246,8.4,3개월,14개월,
2222,20대,남성,6699,8.0,1개월,5개월,
2224,60대,남성,8972,7.0,14개월,9개월,
2226,30대,여성,6321,7.2,2개월,12개월,
2226,30대,여성,7381,7.8,25개월,3개월,
2227,30대,남성,7109,7.9,2개월,15개월,
2228,40대,남성,4877,7.8,6개월,4개월,
2228,40대,남성,6851,8.3,2개월,7개월,
2231,50대,남성,7764,6.9,13개월,16개월,
2233,10대,여성,5774,6.8,17개월,6개월,
2235,50대,남성,8286,9.1,11개월,7개월,
2236,60대,여성,4307,8.1,6개월,13개월,
2236,60대,여성,5719,8.1,8개월,17개월,
2236,60대,여성,6410,6.5,4개월,7개월,
2236,60대,여성,7468,7.0,1개월,7개월,
2237,60대,남성,8559,5.9,7개월,13개월,
2241,50대,남성,7846,7.3,8개월,20개월,
2242,30대,남성,6180,7.3,4개월,11개월,
2243,40대,남성,7898,7.6,24개월,3개월,
2243,40대,남성,5446,8.1,9개월,4개월,
2250,70대,남성,8749,7.6,1개월,3개월,
2250,70대,남성,7795,6.8,2개월,2개월,
2252,70대,남성,9219,8.2,4개월,9개월,
2254,30대,남성,6915,8.4,6개월,8개월,
2254,30대,남성,8641,8.3,11개월,3개월,
2255,50대,여성,5525,9.3,15개월,29개월,
2255,50대,여성,7384,7.3,1개월,4개월,
2257,20대,남성,6924,8.8,9개월,2개월,
2257,20대,남성,5217,6.0,17개월,23개월,
2258,10대,여성,5232,8.2,14개월,3개월,
2259,70대,여성,5262,7.9,11개월,2개월,
2260,50대,여성,5761,8.8,8개월,17개월,
2261,20대,남성,8530,6.4,6개월,5개월,
2262,40대,여성,4185,7.6,10개월,16개월,
2262,40대,여성,5462,5.7,5개월,1개월,
2263,50대,여성,7178,7.2,1개월,15개월,
2266,70대,남성,8974,6.8,8개월,1개월,
2266,70대,남성,7483,6.0,1개월,8개월,
2267,50대,남성,8242,7.8,11개월,5개월,
2269,50대,여성,6411,5.4,7개월,1개월,
2269,50대,여성,6074,7.9,5개월,7개월,
2271,50대,남성,9707,7.7,29개월,6개월,
2281,40대,여성,5116,8.1,20개월,5개월,
2282,50대,여성,7671,7.2,27개월,4개월,
2283,10대,여성,6373,7.5,10개월,8개월,
2285,10대,남성,6715,5.9,12개월,23개월,
2288,20대,남성,8076,7.2,1개월,6개월,
2289,70대,남성,9202,5.9,4개월,17개월,
2289,70대,남성,9917,9.3,17개월,2개월,
2289,70대,남성,9049,7.1,6개월,6개월,
2290,30대,여성,6930,8.6,9개월,3개월,
