ID,환경-연령대,환경-성별,환경-날짜,환경-위치,환경-초미세먼지(PM2.5),환경-미세먼지(PM10),환경-오존(O₃),환경-이산화질소(NO₂),환경-일산화탄소(CO),환경-아황산가스(SO₂),환경-온도,환경-습도
1342,20대,남성,2022-12-15,광주시 동구,18.8㎍/㎥,38.7㎍/㎥,0.0149ppm,0.0149ppm,0.47ppm,0.0012ppm,-2.8°C,59%
1344,40대,남성,2019-09-20,서울시 강동구,12.7㎍/㎥,19.3㎍/㎥,0.0212ppm,0.0137ppm,0.43ppm,0.0053ppm,24°C,63%
1344,40대,남성,2021-09-21,서울시 양천구,6.7㎍/㎥,16㎍/㎥,0.0351ppm,0.0046ppm,0.43ppm,0.0019ppm,21.3°C,72%
1345,20대,여성,2023-01-17,대구시 북구,27.8㎍/㎥,44.8㎍/㎥,0.0194ppm,0.0412ppm,0.9ppm,0.002ppm,-0.8°C,62%
1346,30대,여성,2020-04-10,서울시 송파구,21.5㎍/㎥,43.4㎍/㎥,0.0376ppm,0.0235ppm,0.21ppm,0.0038ppm,9.3°C,50%
1348,70대,남성,2019-05-07,부산시 사상구,30.4㎍/㎥,52.7㎍/㎥,0.0384ppm,0.0412ppm,0.41ppm,0.0043ppm,19.7°C,47%
1348,70대,남성,2022-11-21,서울시 영등포구,22.8㎍/㎥,39.1㎍/㎥,0.0147ppm,0.0242ppm,0.66ppm,0.0035ppm,11.1°C,63%
1351,70대,여성,2022-08-10,서울시 종로구,13.3㎍/㎥,20.9㎍/㎥,0.0317ppm,0.0178ppm,0.28ppm,0.0028ppm,25.3°C,77%
1351,70대,여성,2023-03-12,서울시 동작구,18.9㎍/㎥,41㎍/㎥,0.0244ppm,0.0194ppm,0.55ppm,0.0018ppm,8.7°C,50%
1352,40대,남성,2021-11-22,서울시 금천구,27.7㎍/㎥,45㎍/㎥,0.0161ppm,0.0588ppm,0.55ppm,0.0043ppm,8.6°C,70%
1352,40대,남성,2023-03-15,광주시 남구,19.2㎍/㎥,43㎍/㎥,0.0342ppm,0.0299ppm,0.42ppm,0.0024ppm,8.8°C,51%
1356,50대,여성,2021-12-22,서울시 양천구,21.8㎍/㎥,40.8㎍/㎥,0.0122ppm,0.0275ppm,0.61ppm,0.0027ppm,1.9°C,62%
1358,60대,남성,2019-04-13,서울시 용산구,19.9㎍/㎥,40.8㎍/㎥,0.0285ppm,0.0021ppm,0.44ppm,0.0043ppm,12.8°C,50%
1358,60대,남성,2019-05-03,대구시 서구,28.9㎍/㎥,53.8㎍/㎥,0.0498ppm,0.0329ppm,0.42ppm,0.0054ppm,19.7°C,46%
1358,60대,남성,2019-10-20,서울시 중구,15.7㎍/㎥,33.8㎍/㎥,0.0141ppm,0.0304ppm,0.42ppm,0.0037ppm,16.9°C,61%
1358,60대,남성,2020-06-21,광주시 동구,19.7㎍/㎥,35.8㎍/㎥,0.0451ppm,0.01ppm,0.24ppm,0.0026ppm,25.3°C,70%
1360,10대,여성,2018-12-10,부산시 수영구,28.5㎍/㎥,51.4㎍/㎥,0.0132ppm,0.0479ppm,0.53ppm,0.0055ppm,7.5°C,56%
1360,10대,여성,2022-10-05,울산시 북구,14.4㎍/㎥,25.5㎍/㎥,0.0193ppm,0.0375ppm,0.22ppm,0.0028ppm,13.2°C,67%
1361,60대,남성,2019-04-09,인천시 연수구,22.8㎍/㎥,40㎍/㎥,0.0272ppm,0.0285ppm,0.51ppm,0.0033ppm,12.1°C,50%
1361,60대,남성,2022-05-28,서울시 양천구,17.7㎍/㎥,33.1㎍/㎥,0.0494ppm,0.0139ppm,0.32ppm,0.0025ppm,18.2°C,56%
1362,30대,남성,2018-11-30,인천시 계양구,26.6㎍/㎥,53.3㎍/㎥,0.0118ppm,0.0319ppm,0.55ppm,0.0053ppm,6.5°C,57%
1362,30대,남성,2019-08-05,부산시 사상구,16.3㎍/㎥,24.8㎍/㎥,0.028ppm,0.021ppm,0.57ppm,0.0032ppm,28.1°C,69%
1363,70대,여성,2019-10-13,광주시 남구,14㎍/㎥,32.7㎍/㎥,0.0209ppm,0.0261ppm,0.65ppm,0.0026ppm,14.8°C,67%
1363,70대,여성,2022-12-25,인천시 옹진군,20㎍/㎥,37.1㎍/㎥,0.0174ppm,0.0234ppm,0.51ppm,0.0014ppm,-1.3°C,57%
1366,50대,남성,2019-12-02,대구시 수성구,27.4㎍/㎥,40.1㎍/㎥,0.0054ppm,0.0385ppm,0.67ppm,0.0048ppm,2.9°C,58%
1367,70대,여성,2022-03-21,서울시 용산구,21㎍/㎥,42.6㎍/㎥,0.0274ppm,0.0237ppm,0.5ppm,0.0046ppm,9°C,63%
1368,40대,여성,2019-04-02,울산시 울주군,21.3㎍/㎥,40.4㎍/㎥,0.0273ppm,0.0357ppm,0.41ppm,0.0037ppm,11.6°C,51%
1368,40대,여성,2021-11-16,인천시 계양구,27㎍/㎥,45.1㎍/㎥,0.0157ppm,0.0289ppm,0.61ppm,0.003ppm,8.2°C,67%
1368,40대,여성,2022-06-28,광주시 동구,12.2㎍/㎥,22.1㎍/㎥,0.0356ppm,0.008ppm,0.46ppm,0.0015ppm,23.5°C,73%
1368,40대,여성,2023-01-07,울산시 남구,28.8㎍/㎥,44㎍/㎥,0.0088ppm,0.0203ppm,0.71ppm,0.0045ppm,-1.3°C,55%
1369,20대,여성,2019-01-15,서울시 은평구,36.1㎍/㎥,66.6㎍/㎥,0.0163ppm,0.0547ppm,0.69ppm,0.0063ppm,-0.1°C,46%
1369,20대,여성,2021-03-01,서울시 용산구,33.3㎍/㎥,68.3㎍/㎥,0.0238ppm,0.0382ppm,0.58ppm,0.0036ppm,6.4°C,68%
1374,30대,여성,2019-07-20,서울시 광진구,19.5㎍/㎥,26.6㎍/㎥,0.0326ppm,0.0339ppm,0.3ppm,0.0036ppm,24.5°C,65%
1376,30대,여성,2022-12-11,광주시 남구,18.2㎍/㎥,39㎍/㎥,0.0183ppm,0.0205ppm,0.46ppm,0.0038ppm,-2.7°C,56%
1378,20대,여성,2023-02-01,부산시 중구,25.9㎍/㎥,39.6㎍/㎥,0.0209ppm,0.0192ppm,0.45ppm,0.0033ppm,2.1°C,56%
1379,50대,남성,2020-09-08,세종특별자치시,12.1㎍/㎥,18.9㎍/㎥,0.0302ppm,0.0154ppm,0.46ppm,0.0023ppm,20.4°C,71%
1379,50대,남성,2021-06-28,광주시 광산구,18.7㎍/㎥,31.2㎍/㎥,0.0379ppm,0.0041ppm,0.48ppm,0.0026ppm,23.7°C,76%
1379,50대,남성,2022-04-21,대구시 동구,20.5㎍/㎥,46.5㎍/㎥,0.0427ppm,0.0287ppm,0.17ppm,0.0038ppm,16°C,54%
1380,20대,여성,2021-07-23,부산시 북구,14.7㎍/㎥,22.7㎍/㎥,0.037ppm,0.0355ppm,0.44ppm,0.0022ppm,29.1°C,75%
1381,20대,여성,2021-10-28,서울시 송파구,13.5㎍/㎥,27㎍/㎥,0.0243ppm,0.0155ppm,0.49ppm,0.003ppm,16.5°C,72%
1383,30대,여성,2019-12-01,인천시 부평구,28.6㎍/㎥,40.2㎍/㎥,0.0094ppm,0.0508ppm,0.55ppm,0.0046ppm,1.4°C,57%
1385,60대,여성,2020-06-05,울산시 동구,21.1㎍/㎥,34.8㎍/㎥,0.0472ppm,0.0313ppm,0.27ppm,0.0041ppm,24.4°C,68%
1386,70대,남성,2022-04-01,세종특별자치시,21.8㎍/㎥,47.3㎍/㎥,0.0414ppm,0.0086ppm,0.44ppm,0.0035ppm,16.1°C,53%
1389,10대,여성,2020-05-03,서울시 초구,19.4㎍/㎥,33.4㎍/㎥,0.0356ppm,0.0134ppm,0.39ppm,0.002ppm,16.5°C,64%
1391,30대,여성,2021-02-20,서울시 노원구,28.2㎍/㎥,47㎍/㎥,0.0256ppm,0.0306ppm,0.45ppm,0.0045ppm,2.3°C,54%
1391,30대,여성,2021-12-22,인천시 동구,24.4㎍/㎥,37.1㎍/㎥,0.0168ppm,0.0278ppm,0.73ppm,0.004ppm,1.3°C,56%
1394,70대,남성,2020-07-07,대구시 수성구,12㎍/㎥,20.8㎍/㎥,0.0303ppm,0.0103ppm,0.38ppm,0.0029ppm,25.9°C,76%
1396,50대,여성,2019-09-01,서울시 강남구,12.4㎍/㎥,21.4㎍/㎥,0.0209ppm,0.0271ppm,0.39ppm,0.0032ppm,23.5°C,65%
1397,60대,여성,2021-04-02,울산시 동구,19.8㎍/㎥,41.6㎍/㎥,0.0355ppm,0.0262ppm,0.42ppm,0.002ppm,14.7°C,56%
1399,70대,남성,2019-10-10,울산시 북구,15.6㎍/㎥,33.1㎍/㎥,0.0192ppm,0.0269ppm,0.39ppm,0.0018ppm,15.4°C,60%
1400,80대 이상,남성,2019-09-23,부산시 강서구,11.6㎍/㎥,19.4㎍/㎥,0.0198ppm,0.0109ppm,0.27ppm,0.0033ppm,23.1°C,64%
1403,40대,남성,2021-08-25,부산시 부산진구,13.4㎍/㎥,20.3㎍/㎥,0.0335ppm,0.0205ppm,0.28ppm,0.0035ppm,25.9°C,71%
1404,20대,여성,2021-12-27,광주시 남구,22.8㎍/㎥,39.8㎍/㎥,0.0157ppm,0.0401ppm,0.63ppm,0.0021ppm,2.5°C,60%
1405,60대,남성,2020-03-22,대구시 대덕구,25.2㎍/㎥,42.9㎍/㎥,0.0305ppm,0.0371ppm,0.54ppm,0.0049ppm,9.6°C,47%
1406,30대,여성,2019-06-07,서울시 성동구,20.6㎍/㎥,30㎍/㎥,0.037ppm,0.0231ppm,0.31ppm,0.0041ppm,24.8°C,63%
1406,30대,여성,2022-08-16,대구시 남구,11.9㎍/㎥,19.3㎍/㎥,0.0305ppm,0.0155ppm,0.5ppm,0.0027ppm,25.7°C,79%
1407,80대 이상,여성,2021-09-26,부산시 부산진구,6.3㎍/㎥,15.9㎍/㎥,0.0332ppm,0.007ppm,0.26ppm,0.0021ppm,23.7°C,69%
1407,80대 이상,여성,2023-01-05,서울시 성동구,30.3㎍/㎥,44.1㎍/㎥,0.0106ppm,0.0402ppm,0.67ppm,0.0036ppm,-2.8°C,71%
1408,30대,남성,2020-08-28,대구시 수성구,16.5㎍/㎥,21.9㎍/㎥,0.0214ppm,0.0137ppm,0.28ppm,0.0042ppm,25.8°C,83%
1409,50대,남성,2020-01-03,서울시 강서구,30.2㎍/㎥,44.2㎍/㎥,0.017ppm,0.0289ppm,0.75ppm,0.0038ppm,2.5°C,61%
1411,60대,여성,2021-06-19,대구시 남구,17.4㎍/㎥,33.7㎍/㎥,0.0447ppm,0.0133ppm,0.43ppm,0.0036ppm,23.4°C,68%
1411,60대,여성,2021-12-16,세종특별자치시,24.2㎍/㎥,37.8㎍/㎥,0.0122ppm,0.0273ppm,0.51ppm,0.003ppm,0.8°C,63%
1412,30대,남성,2019-03-11,인천시 강화군,46.1㎍/㎥,69.4㎍/㎥,0.0316ppm,0.0347ppm,0.61ppm,0.0036ppm,7.9°C,53%
1412,30대,남성,2021-07-06,대구시 유성구,15.7㎍/㎥,23.7㎍/㎥,0.043ppm,0.0184ppm,0.29ppm,0.004ppm,28.7°C,65%
1412,30대,남성,2021-09-13,서울시 성동구,5.7㎍/㎥,15㎍/㎥,0.0323ppm,0.0004ppm,0.32ppm,0.0021ppm,21.4°C,71%
1413,80대 이상,여성,2020-11-18,서울시 강북구,24.6㎍/㎥,43.4㎍/㎥,0.0169ppm,0.0291ppm,0.58ppm,0.0034ppm,7.2°C,72%
1413,80대 이상,여성,2021-01-02,광주시 서구,21.5㎍/㎥,37.1㎍/㎥,0.01ppm,0.0153ppm,0.59ppm,0.0043ppm,-2.8°C,57%
1414,30대,여성,2022-05-21,대구시 유성구,16.9㎍/㎥,32.7㎍/㎥,0.0527ppm,0.005ppm,0.16ppm,0.0039ppm,19.5°C,59%
1417,80대 이상,남성,2019-08-23,인천시 연수구,17.3㎍/㎥,24.3㎍/㎥,0.025ppm,0.0098ppm,0.66ppm,0.0035ppm,27.9°C,61%
1418,70대,남성,2020-07-19,서울시 마포구,12.5㎍/㎥,20.6㎍/㎥,0.0298ppm,0.0151ppm,0.45ppm,0.002ppm,22.9°C,72%
1418,70대,남성,2021-03-28,부산시 기장군,33.1㎍/㎥,65.5㎍/㎥,0.025ppm,0.0555ppm,0.54ppm,0.003ppm,9.9°C,65%
1421,30대,남성,2021-02-25,부산시 서구,27.2㎍/㎥,46.4㎍/㎥,0.0205ppm,0.0422ppm,0.55ppm,0.0028ppm,3.1°C,55%
1421,30대,남성,2021-08-16,광주시 남구,12.6㎍/㎥,21.3㎍/㎥,0.0296ppm,0.0216ppm,0.29ppm,0.0025ppm,25°C,76%
1422,70대,남성,2020-01-29,인천시 미추홀구,28.8㎍/㎥,44.9㎍/㎥,0.0149ppm,0.0299ppm,0.64ppm,0.0037ppm,1.6°C,56%
1422,70대,남성,2020-09-01,서울시 동작구,12.6㎍/㎥,18㎍/㎥,0.027ppm,0.0191ppm,0.43ppm,0.0042ppm,22.2°C,73%
1423,50대,여성,2019-09-22,인천시 연수구,11.1㎍/㎥,21.8㎍/㎥,0.0227ppm,0.022ppm,0.43ppm,0.0015ppm,21.9°C,63%
1423,50대,여성,2021-04-17,부산시 연제구,18.7㎍/㎥,41.9㎍/㎥,0.0337ppm,0.0022ppm,0.57ppm,0.0033ppm,15.1°C,55%
1425,60대,여성,2022-04-14,인천시 서구,24.3㎍/㎥,45.8㎍/㎥,0.043ppm,0.0201ppm,0.57ppm,0.0032ppm,14.4°C,49%
1428,80대 이상,남성,2019-05-10,대구시 달성군,32.2㎍/㎥,55.8㎍/㎥,0.0425ppm,0.0241ppm,0.33ppm,0.0057ppm,21°C,51%
1429,80대 이상,여성,2021-02-06,광주시 동구,30.3㎍/㎥,47.3㎍/㎥,0.023ppm,0.0319ppm,0.62ppm,0.0039ppm,2°C,51%
1430,30대,여성,2019-12-29,대구시 수성구,28.5㎍/㎥,40.8㎍/㎥,0.0105ppm,0.035ppm,0.48ppm,0.0025ppm,1.4°C,56%
1432,40대,여성,2021-12-28,서울시 강남구,22.7㎍/㎥,39.4㎍/㎥,0.0077ppm,0.0276ppm,0.51ppm,0.0057ppm,1.9°C,58%
1435,80대 이상,남성,2020-05-06,광주시 남구,19.8㎍/㎥,33.8㎍/㎥,0.0322ppm,0.0233ppm,0.48ppm,0.0022ppm,16.7°C,67%
1435,80대 이상,남성,2022-04-20,부산시 영도구,22.1㎍/㎥,45.8㎍/㎥,0.042ppm,0.0316ppm,0.28ppm,0.0051ppm,14.6°C,56%
1436,70대,여성,2020-03-23,대구시 중구,26.7㎍/㎥,45.9㎍/㎥,0.0219ppm,0.0331ppm,0.36ppm,0.0033ppm,5.6°C,40%
1436,70대,여성,2022-05-16,울산시 울주군,16.4㎍/㎥,33㎍/㎥,0.0433ppm,0.0062ppm,0.27ppm,0.0011ppm,18.3°C,54%
1437,60대,남성,2021-10-19,울산시 남구,13.5㎍/㎥,25.9㎍/㎥,0.0185ppm,0.0163ppm,0.47ppm,0.0033ppm,15.3°C,66%
1440,60대,남성,2021-11-22,대구시 동구,26.6㎍/㎥,44.7㎍/㎥,0.023ppm,0.0328ppm,0.65ppm,0.0041ppm,10.3°C,70%
1441,50대,여성,2019-08-19,서울시 종로구,17.1㎍/㎥,26.4㎍/㎥,0.0299ppm,0.0046ppm,0.51ppm,0.0058ppm,27.1°C,72%
1441,50대,여성,2022-07-01,대구시 달성군,16.5㎍/㎥,24.9㎍/㎥,0.037ppm,0.0049ppm,0.29ppm,0.0039ppm,26.7°C,81%
1442,50대,남성,2019-09-10,울산시 남구,11.3㎍/㎥,21.9㎍/㎥,0.0277ppm,0.0201ppm,0.33ppm,0.005ppm,22.2°C,68%
1443,60대,여성,2021-01-20,울산시 중구,19.9㎍/㎥,37.9㎍/㎥,0.0167ppm,0.0321ppm,0.63ppm,0.0033ppm,-2.5°C,57%
1443,60대,여성,2021-07-11,인천시 미추홀구,13.9㎍/㎥,24.3㎍/㎥,0.0381ppm,0.0418ppm,0.29ppm,0.0052ppm,28.8°C,72%
1445,70대,여성,2019-04-12,대구시 동구,20.2㎍/㎥,41.8㎍/㎥,0.0378ppm,0.0234ppm,0.37ppm,0.0032ppm,12.1°C,53%
1447,80대 이상,여성,2019-08-06,서울시 중구,16.5㎍/㎥,26.5㎍/㎥,0.0253ppm,0.0189ppm,0.44ppm,0.0037ppm,28.3°C,71%
1447,80대 이상,여성,2019-08-13,서울시 동대문구,15.4㎍/㎥,23.6㎍/㎥,0.0274ppm,0.0291ppm,0.15ppm,0.0027ppm,27.5°C,68%
1447,80대 이상,여성,2022-08-03,서울시 중구,12.3㎍/㎥,21.5㎍/㎥,0.0257ppm,0.028ppm,0.23ppm,0.0037ppm,24.7°C,80%
1450,50대,남성,2020-03-26,부산시 영도구,25.7㎍/㎥,44.7㎍/㎥,0.0225ppm,0.0314ppm,0.38ppm,0.0034ppm,8.2°C,46%
1450,50대,남성,2022-08-25,울산시 북구,15.2㎍/㎥,20㎍/㎥,0.0305ppm,0.0144ppm,0.41ppm,0.0039ppm,25.2°C,77%
1453,60대,여성,2019-05-10,인천시 강화군,28.3㎍/㎥,51.9㎍/㎥,0.044ppm,0.044ppm,0.42ppm,0.0069ppm,19.2°C,45%
1454,30대,남성,2020-11-09,울산시 중구,22.2㎍/㎥,41.8㎍/㎥,0.0137ppm,0.0331ppm,0.7ppm,0.0033ppm,7.9°C,68%
1455,30대,남성,2023-02-25,서울시 성동구,26.5㎍/㎥,41.5㎍/㎥,0.0309ppm,0.0429ppm,0.52ppm,0.0046ppm,2.6°C,60%
1456,40대,여성,2021-11-27,서울시 동대문구,26.2㎍/㎥,46.4㎍/㎥,0.0154ppm,0.0471ppm,0.68ppm,0.0023ppm,9.2°C,68%
1457,70대,남성,2020-09-19,서울시 관악구,10㎍/㎥,19.8㎍/㎥,0.0282ppm,0.0236ppm,0.34ppm,0.0026ppm,20.1°C,70%
1458,30대,남성,2020-03-15,대구시 중구,24.4㎍/㎥,47.1㎍/㎥,0.0194ppm,0.0323ppm,0.61ppm,0.0022ppm,9.1°C,47%
1459,50대,여성,2019-03-22,대구시 군위군,43.3㎍/㎥,69.8㎍/㎥,0.0264ppm,0.0165ppm,0.57ppm,0.0043ppm,6.5°C,51%
1460,40대,여성,2020-02-01,부산시 북구,26㎍/㎥,40.8㎍/㎥,0.0129ppm,0.0293ppm,0.73ppm,0.0034ppm,3.2°C,59%
1460,40대,여성,2021-08-11,대구시 유성구,12.1㎍/㎥,19.6㎍/㎥,0.0369ppm,0.025ppm,0.45ppm,0.0049ppm,25.6°C,76%
1463,70대,여성,2020-04-24,부산시 동래구,21.1㎍/㎥,45.1㎍/㎥,0.0394ppm,0.0132ppm,0.4ppm,0.0022ppm,9.8°C,48%
1464,70대,여성,2020-11-01,대구시 달서구,24.2㎍/㎥,41.4㎍/㎥,0.0113ppm,0.0268ppm,0.57ppm,0.0047ppm,7.5°C,64%
1464,70대,여성,2021-04-15,서울시 광진구,19.1㎍/㎥,41.6㎍/㎥,0.0312ppm,0.0282ppm,0.39ppm,0.0012ppm,14.9°C,53%
1464,70대,여성,2022-04-10,대구시 유성구,22.4㎍/㎥,43.8㎍/㎥,0.0383ppm,0.0205ppm,0.59ppm,0.0026ppm,14.4°C,53%
1464,70대,여성,2022-07-24,대구시 달서구,15.4㎍/㎥,24.6㎍/㎥,0.0369ppm,0.035ppm,0.41ppm,0.0013ppm,27.4°C,79%
1466,40대,여성,2021-08-22,울산시 동구,12.4㎍/㎥,19.8㎍/㎥,0.0344ppm,0.0267ppm,0.5ppm,0.0021ppm,26.5°C,71%
1470,30대,남성,2020-01-18,서울시 중랑구,29.9㎍/㎥,43.1㎍/㎥,0.0107ppm,0.0344ppm,0.55ppm,0.0051ppm,0.2°C,55%
1473,30대,남성,2022-07-27,서울시 양천구,17.5㎍/㎥,23.8㎍/㎥,0.031ppm,0.0117ppm,0.34ppm,0.0013ppm,26°C,75%
1474,60대,남성,2022-07-28,서울시 강동구,15.8㎍/㎥,25.7㎍/㎥,0.0369ppm,0.0076ppm,0.37ppm,0.003ppm,27.5°C,74%
1475,10대,여성,2022-09-09,서울시 동작구,12㎍/㎥,23.1㎍/㎥,0.0294ppm,0.0133ppm,0.36ppm,0.0032ppm,24.6°C,69%
1476,20대,여성,2023-01-26,서울시 동작구,29.6㎍/㎥,45.5㎍/㎥,0.0227ppm,0.0264ppm,0.65ppm,0.0036ppm,-2.2°C,57%
1477,60대,여성,2019-05-01,서울시 강남구,28.4㎍/㎥,51㎍/㎥,0.0471ppm,0.0369ppm,0.41ppm,0.0066ppm,20°C,47%
1478,20대,남성,2018-11-21,인천시 계양구,27.4㎍/㎥,52.1㎍/㎥,0.0099ppm,0.0456ppm,0.69ppm,0.0049ppm,9.2°C,60%
1479,60대,남성,2021-10-13,부산시 해운대구,13.4㎍/㎥,27.1㎍/㎥,0.0229ppm,0.0154ppm,0.32ppm,0.0022ppm,16.5°C,72%
1480,20대,남성,2022-06-17,서울시 구로구,13.1㎍/㎥,21.3㎍/㎥,0.037ppm,0.016ppm,0.33ppm,0.0023ppm,23.7°C,71%
1483,50대,여성,2022-01-07,서울시 중랑구,30.3㎍/㎥,45.1㎍/㎥,0.0114ppm,0.0327ppm,0.74ppm,0.0046ppm,-0.9°C,60%
1484,60대,남성,2022-05-23,울산시 북구,15.7㎍/㎥,34.1㎍/㎥,0.046ppm,0.0195ppm,0.47ppm,0.0037ppm,18°C,52%
1485,50대,남성,2022-01-23,서울시 강동구,29.9㎍/㎥,44.1㎍/㎥,0.0144ppm,0.0344ppm,0.62ppm,0.0028ppm,-4.7°C,50%
1485,50대,남성,2022-10-25,인천시 부평구,12.5㎍/㎥,24.2㎍/㎥,0.0212ppm,0.0121ppm,0.31ppm,0.0037ppm,14°C,77%
1486,60대,여성,2021-09-07,대구시 남구,7.1㎍/㎥,13.7㎍/㎥,0.0324ppm,0.0147ppm,0.15ppm,0.0033ppm,22.5°C,72%
1487,30대,남성,2022-11-13,부산시 기장군,23.2㎍/㎥,39.3㎍/㎥,0.0155ppm,0.0282ppm,0.5ppm,0.0041ppm,9.3°C,66%
1492,50대,여성,2022-10-01,부산시 사상구,13.6㎍/㎥,26.1㎍/㎥,0.0242ppm,0.0219ppm,0.36ppm,0.0022ppm,16.3°C,70%
1493,60대,남성,2019-08-06,서울시 광진구,16.1㎍/㎥,23.4㎍/㎥,0.0282ppm,0.0157ppm,0.27ppm,0.0031ppm,28.8°C,68%
1493,60대,남성,2022-07-11,울산시 울주군,16㎍/㎥,25.9㎍/㎥,0.0356ppm,0.0183ppm,0.39ppm,0.0031ppm,27°C,78%
1494,40대,남성,2019-11-18,인천시 중구,20.6㎍/㎥,41.8㎍/㎥,0.0166ppm,0.022ppm,0.34ppm,0.0039ppm,7.8°C,60%
1494,40대,남성,2020-05-20,인천시 미추홀구,18.3㎍/㎥,34.3㎍/㎥,0.0326ppm,0.0045ppm,0.37ppm,0.002ppm,19.2°C,67%
1494,40대,남성,2020-08-12,서울시 중랑구,14.9㎍/㎥,25.1㎍/㎥,0.0173ppm,0.0201ppm,0.46ppm,0.0009ppm,27.6°C,86%
1494,40대,남성,2020-08-23,부산시 부산진구,15.2㎍/㎥,23.4㎍/㎥,0.0193ppm,0.0184ppm,0.18ppm,0.0021ppm,26.6°C,86%
1495,50대,여성,2019-05-12,서울시 중랑구,29.1㎍/㎥,53.4㎍/㎥,0.042ppm,0.034ppm,0.32ppm,0.0041ppm,18.3°C,47%
1498,80대 이상,남성,2022-08-20,광주시 북구,12.8㎍/㎥,20.7㎍/㎥,0.0309ppm,0.0014ppm,0.53ppm,0.0029ppm,26.9°C,78%
1499,60대,여성,2020-02-15,부산시 영도구,28.7㎍/㎥,40.7㎍/㎥,0.0179ppm,0.0309ppm,0.59ppm,0.0015ppm,1.3°C,57%
1499,60대,여성,2021-04-29,부산시 남구,18.4㎍/㎥,42.6㎍/㎥,0.033ppm,0.0191ppm,0.38ppm,0.0024ppm,14°C,50%
1500,50대,남성,2020-08-03,대구시 달성군,16.3㎍/㎥,22.6㎍/㎥,0.0189ppm,0.0161ppm,0.35ppm,0.0023ppm,25.1°C,86%
1502,10대,남성,2023-03-10,광주시 광산구,22.6㎍/㎥,43㎍/㎥,0.0295ppm,0.0373ppm,0.44ppm,0.0037ppm,8°C,44%
1503,80대 이상,남성,2020-06-27,서울시 양천구,20.7㎍/㎥,37.7㎍/㎥,0.0445ppm,0.0059ppm,0.5ppm,0.0034ppm,24.1°C,66%
1503,80대 이상,남성,2022-06-11,부산시 사하구,12.9㎍/㎥,20.5㎍/㎥,0.0362ppm,0.0013ppm,0.29ppm,0.002ppm,24°C,71%
1507,60대,남성,2021-07-24,광주시 동구,15.2㎍/㎥,23.9㎍/㎥,0.0369ppm,0.003ppm,0.42ppm,0.003ppm,28°C,70%
1508,10대,남성,2019-04-04,부산시 부산진구,21.3㎍/㎥,42.2㎍/㎥,0.0301ppm,0.0248ppm,0.38ppm,0.0032ppm,12.1°C,47%
1508,10대,남성,2019-06-29,울산시 북구,20.9㎍/㎥,30.4㎍/㎥,0.0408ppm,0.0251ppm,0.36ppm,0.0032ppm,22.9°C,62%
1509,60대,여성,2019-02-07,부산시 남구,34.6㎍/㎥,56.7㎍/㎥,0.0176ppm,0.0434ppm,0.62ppm,0.0047ppm,0.5°C,46%
1509,60대,여성,2021-02-03,서울시 용산구,30.3㎍/㎥,48.2㎍/㎥,0.0203ppm,0.0363ppm,0.26ppm,0.0035ppm,3.5°C,53%
1510,70대,여성,2019-01-23,대구시 서구,36.9㎍/㎥,67.5㎍/㎥,0.0117ppm,0.069ppm,0.6ppm,0.0041ppm,-2.1°C,51%
1514,60대,여성,2019-05-16,서울시 동작구,29.2㎍/㎥,54.4㎍/㎥,0.0418ppm,0.0392ppm,0.51ppm,0.0052ppm,20.3°C,47%
1516,70대,여성,2020-03-05,서울시 강동구,23.6㎍/㎥,44.4㎍/㎥,0.0241ppm,0.0234ppm,0.69ppm,0.0032ppm,9.6°C,48%
1516,70대,여성,2022-05-06,대구시 동구,18.1㎍/㎥,33.4㎍/㎥,0.0484ppm,0.0163ppm,0.33ppm,0.0035ppm,18.8°C,56%
1518,80대 이상,여성,2022-10-12,부산시 연제구,12.8㎍/㎥,25.3㎍/㎥,0.022ppm,0.0287ppm,0.47ppm,0.0021ppm,13.5°C,70%
1519,30대,남성,2018-11-24,부산시 사하구,29.4㎍/㎥,52.3㎍/㎥,0.0122ppm,0.0393ppm,0.76ppm,0.0053ppm,6.7°C,58%
1520,20대,여성,2019-07-03,부산시 사상구,17.8㎍/㎥,26㎍/㎥,0.031ppm,0.0301ppm,0.55ppm,0.004ppm,25.5°C,70%
1523,60대,여성,2019-09-26,광주시 동구,11.5㎍/㎥,21.8㎍/㎥,0.0249ppm,0.0218ppm,0.4ppm,0.0027ppm,23.6°C,66%
1524,50대,여성,2020-04-08,대구시 달서구,21.5㎍/㎥,44.1㎍/㎥,0.0321ppm,0.0103ppm,0.53ppm,0.0045ppm,12.6°C,54%
1524,50대,여성,2021-11-23,부산시 해운대구,27.7㎍/㎥,44.4㎍/㎥,0.0195ppm,0.0227ppm,0.54ppm,0.0027ppm,8.7°C,67%
1525,30대,남성,2021-09-01,부산시 연제구,6.4㎍/㎥,13.6㎍/㎥,0.0278ppm,0.0214ppm,0.27ppm,0.0017ppm,21.9°C,69%
1525,30대,남성,2023-02-14,대구시 서구,26.3㎍/㎥,39.3㎍/㎥,0.022ppm,0.0167ppm,0.46ppm,0.0055ppm,3.4°C,55%
1526,70대,여성,2022-06-01,인천시 강화군,10.5㎍/㎥,20.7㎍/㎥,0.0326ppm,0.023ppm,0.33ppm,0.0016ppm,21.5°C,71%
